id,name,pkg,lead_ext,category,state,url,license,tags,version,repo,lang,contrib,lead,has_bin,has_lib,need_ddl,need_load,trusted,relocatable,schemas,pg_ver,requires,require_by,see_also,rpm_ver,rpm_repo,rpm_pkg,rpm_pg,rpm_deps,deb_ver,deb_repo,deb_pkg,deb_deps,deb_pg,source,extra,en_desc,zh_desc,comment,mtime
1100,pg_dispatch,pg_dispatch,pg_dispatch,TIME,available,https://github.com/Snehil-Shah/pg_dispatch,PostgreSQL,,0.1.5,PIGSTY,SQL,f,t,f,f,t,f,f,f,,"{18,17,16,15,14}","{pgcrypto,pg_cron}",,"{pg_cron,pg_task,pgagent,pg_later,pg_dbms_job,pg_background,pg_durable,pg_jobmon,omni_worker}",0.1.5,PIGSTY,pg_dispatch_$v,"{18,17,16,15,14}",,0.1.5,PIGSTY,postgresql-$v-pg-dispatch,{postgresql-$v-cron},"{18,17,16,15,14}",pg_dispatch-0.1.5.tar.gz,"{""deb"": true, ""rpm"": true, ""pgxn"": true, ""star"": 14, ""type"": ""puresql""}",Asynchronous SQL dispatcher built on pg_cron,基于 pg_cron 的异步 SQL 分发器,Pure SQL extension; runtime also needs pgcrypto from contrib in addition to pg_cron.,2026-07-29
1110,pg_background,pg_background,pg_background,TIME,available,https://github.com/vibhorkum/pg_background,GPL-3.0,,2.0.2,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14}",,,"{pg_task,pg_durable,pg_later,pg_dispatch,pg_retry,pglock,pgmq,ulak,omni_worker,pg_cron}",2.0.2,PGDG,pg_background_$v,"{18,17,16,15,14}",,2.0.2,PGDG,postgresql-$v-pg-background,,"{18,17,16,15,14}",pg_background-2.0.2.tar.gz,"{""deb"": true, ""rpm"": true, ""star"": 254, ""type"": ""standard""}",Run SQL queries in the background,在后台运行 SQL 查询,,2026-08-10
1120,pg_when,pg_when,pg_when,TIME,available,https://github.com/frectonz/pg-when,MIT,{pgrx},0.1.9,PIGSTY,Rust,f,t,f,t,t,f,f,f,,"{18,17,16,15,14}",,,"{pg_cron,pgcalendar,pg_rrule,cron_utils,pgagent,pg_task,pg_dbms_job,pg_duration,pg_bikram_sambat,pg_dispatch}",0.1.9,PIGSTY,pg_when_$v,"{18,17,16,15,14}",,0.1.9,PIGSTY,postgresql-$v-pg-when,,"{18,17,16,15,14}",pg_when-0.1.9.tar.gz,"{""deb"": true, ""rpm"": true, ""pgrx"": ""0.19.1"", ""pgxn"": true, ""star"": 44, ""type"": ""standard"", ""upstream_pgrx"": ""0.15.0""}",Natural language time parsing for PostgreSQL,PostgreSQL 自然语言时间解析扩展,,2026-07-29
1130,pg_stl,pg_stl,pg_stl,TIME,available,https://github.com/nadyaloseva/pg_ts_analysis,PostgreSQL,,1.0.0,PIGSTY,C,f,t,f,t,t,f,f,t,,"{16,17,18}",,,"{timescaledb_toolkit,timeseries,timescaledb,first_last_agg,extra_window_functions,quantile,tdigest}",1.0.0,PIGSTY,pg_stl_$v,"{16,17,18}",,1.0.0,PIGSTY,postgresql-$v-pg-stl,,"{16,17,18}",pg_stl-1.0.0.tar.gz,"{""deb"": true, ""rpm"": true, ""pgxn"": true, ""star"": 6, ""type"": ""standard""}",Time series analysis functions for PostgreSQL,PostgreSQL 时间序列分析函数,"ACF, PACF, STL decomposition, and Holt-Winters forecasting.",2026-07-29
1140,cron_utils,cron_utils,cron_utils,TIME,available,https://github.com/Myshkouski/pg-cron-utils,MIT,"{cron,schedule}",0.1.0,PIGSTY,SQL,f,t,f,f,t,f,f,t,,"{18,17,16,15,14}",,,"{pg_cron,pgcalendar,pg_rrule,pg_when,pgagent,pg_task,pg_dbms_job,pg_duration,pg_bikram_sambat,pg_dispatch}",0.1.0,PIGSTY,cron_utils_$v,"{18,17,16,15,14}",,0.1.0,PIGSTY,postgresql-$v-cron-utils,,"{18,17,16,15,14}",cron_utils-0.1.0.tar.gz,"{""deb"": true, ""rpm"": true, ""pgxn"": true, ""star"": 0, ""type"": ""puresql"", ""status"": ""unstable""}",Parse cron expressions and compute previous or next trigger times,解析 Cron 表达式并计算上一次或下一次触发时间,The PGXN 0.1.0 distribution is marked unstable; the control file marks the extension relocatable.,2026-08-10
1500,postgis,postgis,postgis,GIS,available,https://git.osgeo.org/gitea/postgis/postgis,GPL-2.0,,3.6.4,PGDG,C,f,t,f,t,t,f,f,f,,"{18,17,16,15,14}",,"{documentdb,h3_postgis,mobilitydb,pg_eviltransform,pgh_consistency,pgh_hgm,pgh_output,pgh_output_en_au,pgh_output_pt_br,pgh_raster,pghydro,pgrouting,pointcloud_postgis,postgis_raster,postgis_sfcgal,postgis_tiger_geocoder,postgis_topology}","{pgrouting,h3,mobilitydb,ogr_fdw,pointcloud,q3c,pg_sphere,nominatim_fdw,pg_polyline,earthdistance,pg_eviltransform,pg_geohash}",3.6.3,PGDG,postgis36_$v,"{18,17,16,15,14}",,3.6.4,PGDG,postgresql-$v-postgis-3,,"{18,17,16,15,14}",,"{""star"": 9, ""type"": ""standard""}",PostGIS geometry and geography spatial types and functions,PostGIS 几何和地理空间扩展,,2026-07-29
1501,postgis_topology,postgis,postgis,GIS,available,https://git.osgeo.org/gitea/postgis/postgis,GPL-2.0,,3.6.4,PGDG,C,f,f,f,t,t,f,f,f,{topology},"{18,17,16,15,14}",{postgis},,"{pgrouting,h3,qdgc,q3c,mobilitydb,pg_polyline,pg_geohash}",3.6.3,PGDG,postgis36_$v,"{18,17,16,15,14}",,3.6.4,PGDG,postgresql-$v-postgis-3,,"{18,17,16,15,14}",,"{""star"": 9, ""type"": ""standard""}",PostGIS topology spatial types and functions,PostGIS 拓扑空间类型和函数,,2026-07-29
1502,postgis_raster,postgis,postgis,GIS,available,https://git.osgeo.org/gitea/postgis/postgis,GPL-2.0,,3.6.4,PGDG,C,f,f,f,t,t,f,f,f,,"{18,17,16,15,14}",{postgis},"{h3_postgis,pgh_hgm,pgh_raster}","{pgh_raster,pointcloud,ogr_fdw,pgrouting,q3c,h3}",3.6.3,PGDG,postgis36_$v,"{18,17,16,15,14}",,3.6.4,PGDG,postgresql-$v-postgis-3,,"{18,17,16,15,14}",,"{""star"": 9, ""type"": ""standard""}",PostGIS raster types and functions,PostGIS 光栅类型和函数,,2026-07-29
1503,postgis_sfcgal,postgis,postgis,GIS,available,https://git.osgeo.org/gitea/postgis/postgis,GPL-2.0,,3.6.4,PGDG,C,f,f,f,t,t,f,f,t,,"{18,17,16,15,14}",{postgis},,"{pointcloud,pg_sphere,q3c,earthdistance,pgrouting,h3,mobilitydb}",3.6.3,PGDG,postgis36_$v,"{18,17,16,15,14}",,3.6.4,PGDG,postgresql-$v-postgis-3,,"{18,17,16,15,14}",,"{""star"": 9, ""type"": ""standard""}",PostGIS SFCGAL functions,PostGIS SFCGAL 函数,,2026-07-29
1504,postgis_tiger_geocoder,postgis,postgis,GIS,available,https://git.osgeo.org/gitea/postgis/postgis,GPL-2.0,,3.6.4,PGDG,C,f,f,f,t,t,f,t,f,{tiger},"{18,17,16,15,14}","{postgis,fuzzystrmatch}",,"{nominatim_fdw,geoip,tzf,pg_geohash,ogr_fdw}",3.6.3,PGDG,postgis36_$v,"{18,17,16,15,14}",,3.6.4,PGDG,postgresql-$v-postgis-3,,"{18,17,16,15,14}",,"{""star"": 9, ""type"": ""standard""}",PostGIS tiger geocoder and reverse geocoder,PostGIS tiger 地理编码器和反向地理编码器,,2026-07-29
1505,address_standardizer,postgis,postgis,GIS,available,https://git.osgeo.org/gitea/postgis/postgis,GPL-2.0,,3.6.4,PGDG,C,f,f,f,t,t,f,f,t,,"{18,17,16,15,14}",,,"{nominatim_fdw,geoip,country,tzf,pg_geohash,ogr_fdw}",3.6.3,PGDG,postgis36_$v,"{18,17,16,15,14}",,3.6.4,PGDG,postgresql-$v-postgis-3,,"{18,17,16,15,14}",,"{""star"": 9, ""type"": ""standard""}",Used to parse an address into constituent elements. Generally used to support geocoding address normalization step.,地址标准化函数。,,2026-07-29
1506,address_standardizer_data_us,postgis,postgis,GIS,available,https://git.osgeo.org/gitea/postgis/postgis,GPL-2.0,,3.6.4,PGDG,C,f,f,f,t,t,f,f,t,,"{18,17,16,15,14}",,,"{nominatim_fdw,country,geoip,tzf,pg_geohash,ogr_fdw}",3.6.3,PGDG,postgis36_$v,"{18,17,16,15,14}",,3.6.4,PGDG,postgresql-$v-postgis-3,,"{18,17,16,15,14}",,"{""star"": 9, ""type"": ""standard""}",Address Standardizer US dataset example,地址标准化函数：美国数据集示例,,2026-07-29
1510,pgrouting,pgrouting,pgrouting,GIS,available,https://github.com/pgRouting/pgrouting,GPL-2.0,,4.0.1,PGDG,C++,f,t,f,t,t,f,f,t,,"{18,17,16,15,14}","{plpgsql,postgis}",,"{postgis,mobilitydb,h3,pg_polyline,q3c,pointcloud,qdgc,pg_geohash,pg_sphere,pg_eviltransform}",4.0.1,PGDG,pgrouting_$v,"{18,17,16,15,14}",,4.0.1,PGDG,postgresql-$v-pgrouting,,"{18,17,16,15,14}",,"{""star"": 1419, ""type"": ""standard""}",pgRouting Extension,提供寻路能力,,2026-08-10
1520,pointcloud,pointcloud,pointcloud,GIS,available,https://github.com/pgpointcloud/pointcloud,BSD-3-Clause,,1.2.5,PGDG,C,f,t,f,t,t,f,f,f,,"{18,17,16,15,14}",,{pointcloud_postgis},"{postgis_raster,pgh_raster,ogr_fdw,pgrouting,pg_sphere,q3c,mobilitydb,h3}",1.2.5,PGDG,pointcloud_$v,"{18,17,16,15,14}",,1.2.5,PGDG,postgresql-$v-pointcloud,,"{18,17,16,15,14}",pointcloud-1.2.5.tar.gz,"{""star"": 426, ""type"": ""standard""}",data type for lidar point clouds,提供激光雷达点云数据类型支持,,2026-07-29
1521,pointcloud_postgis,pointcloud,pointcloud,GIS,available,https://github.com/pgpointcloud/pointcloud,BSD-3-Clause,,1.2.5,PGDG,C,f,f,f,t,t,f,t,f,,"{18,17,16,15,14}","{postgis,pointcloud}",,"{postgis_raster,pgh_raster,ogr_fdw,pgrouting,q3c,h3}",1.2.5,PGDG,pointcloud_$v,"{18,17,16,15,14}",,1.2.5,PGDG,postgresql-$v-pointcloud,,"{18,17,16,15,14}",pointcloud-1.2.5.tar.gz,"{""star"": 426, ""type"": ""standard""}",integration for pointcloud LIDAR data and PostGIS geometry data,将激光雷达点云与PostGIS几何类型相集成,,2026-07-29
1530,h3,pg_h3,h3,GIS,available,https://github.com/zachasme/h3-pg,Apache-2.0,,4.2.3,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14}",,{h3_postgis},"{postgis,qdgc,pg_geohash,pgrouting,q3c,pg_polyline,mobilitydb,pg_eviltransform,earthdistance,pg_sphere}",4.2.3,PGDG,h3-pg_$v,"{18,17,16,15,14}",,4.2.3,PGDG,postgresql-$v-h3,,"{18,17,16,15,14}",,"{""pgxn"": true, ""star"": 1, ""type"": ""standard""}",H3 bindings for PostgreSQL,H3六边形层级索引支持,pgdg missing el8.x86.pg17 and el8.x86.pg18,2026-07-29
1531,h3_postgis,pg_h3,h3,GIS,available,https://github.com/zachasme/h3-pg,Apache-2.0,,4.2.3,PGDG,C,f,f,f,t,t,f,f,t,,"{18,17,16,15,14}","{h3,postgis,postgis_raster}",,"{postgis,qdgc,pg_geohash,pgrouting,q3c,pg_polyline,pg_eviltransform,earthdistance,mobilitydb}",4.2.3,PGDG,h3-pg_$v,"{18,17,16,15,14}",,4.2.3,PGDG,postgresql-$v-h3,,"{18,17,16,15,14}",,"{""pgxn"": true, ""star"": 1, ""type"": ""standard""}",H3 PostGIS integration,H3与PostGIS集成的扩展插件,pgdg missing el8.x86.pg17 and el8.x86.pg18,2026-07-29
1540,q3c,q3c,q3c,GIS,available,https://github.com/segasai/q3c,GPL-2.0,,2.0.5,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14}",,,"{pg_sphere,earthdistance,postgis,h3,pointcloud,pgrouting,pg_geohash,mobilitydb,qdgc,pg_eviltransform}",2.0.5,PGDG,q3c_$v,"{18,17,16,15,14}",,2.0.4,PGDG,postgresql-$v-q3c,,"{18,17,16,15,14}",q3c-2.0.5.tar.gz,"{""rpm"": true, ""star"": 90, ""type"": ""standard""}",q3c sky indexing plugin,Q3C天空索引插件,Latest PGDG DEB/catalog version is 2.0.4; PGDG RPM and Pigsty source remain on 2.0.3.,2026-08-10
1550,ogr_fdw,ogr_fdw,ogr_fdw,GIS,available,https://github.com/pramsey/pgsql-ogr-fdw,MIT,,1.1.9,PGDG,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14}",,,"{postgis,nominatim_fdw,rdf_fdw,pointcloud,pgh_raster,file_fdw}",1.1.9,PGDG,ogr_fdw_$v,"{18,17,16,15,14}",,1.1.9,PGDG,postgresql-$v-ogr-fdw,,"{18,17,16,15,14}",,"{""pgxn"": true, ""star"": 263, ""type"": ""standard""}",foreign-data wrapper for GIS data access,GIS 数据外部数据源包装器,,2026-08-10
1560,geoip,geoip,geoip,GIS,available,https://github.com/tvondra/geoip,BSD-2-Clause,{pgdg-flaw},0.3.0,MIXED,SQL,f,t,f,t,t,f,f,f,{geoip},"{18,17,16,15,14}",{ip4r},,"{postgis_tiger_geocoder,tzf,nominatim_fdw,pg_geohash}",0.3.0,PIGSTY,geoip_$v,"{18,17,16,15,14}",,0.3.0,PIGSTY,postgresql-$v-geoip,,"{18,17,16,15,14}",geoip-0.3.0.tar.gz,"{""deb"": true, ""rpm"": true, ""pgxn"": true, ""star"": 52, ""type"": ""standard""}",IP-based geolocation query,IP 地理位置扩展（围绕 MaxMind GeoLite 数据集的包装器）,"no pg17 on el9, no legacy branch on el8",2026-07-29
1570,pg_polyline,pg_polyline,pg_polyline,GIS,available,https://github.com/yihong0618/pg_polyline,MIT,{pgrx},0.0.1,PIGSTY,Rust,f,t,f,t,t,f,f,f,,"{18,17,16,15,14}",,,"{h3,pgrouting,mobilitydb,postgis,pg_geohash,qdgc,q3c,pointcloud,pg_eviltransform,earthdistance}",0.0.1,PIGSTY,pg_polyline_$v,"{18,17,16,15,14}",,0.0.1,PIGSTY,postgresql-$v-pg-polyline,,"{18,17,16,15,14}",pg_polyline-0.0.1.tar.gz,"{""deb"": true, ""rpm"": true, ""pgrx"": ""0.19.1"", ""star"": 4, ""type"": ""standard"", ""upstream_pgrx"": ""0.16.1""}",Fast Google Encoded Polyline encoding & decoding for postgres,Google快速Polyline编码解码扩展,,2026-07-29
1580,pg_eviltransform,pg_eviltransform,pg_eviltransform,GIS,available,https://github.com/aiyou178/pg_eviltransform,MIT,{pgrx},0.0.4,PIGSTY,Rust,f,t,f,t,t,f,f,t,{eviltransform_internal},"{18,17,16,15,14}",{postgis},,"{postgis,h3,pg_geohash,pg_polyline,earthdistance,qdgc,convert,pgrouting,nominatim_fdw,q3c}",0.0.4,PIGSTY,pg_eviltransform_$v,"{18,17,16,15,14}",{postgis36_$v},0.0.4,PIGSTY,postgresql-$v-eviltransform,{postgresql-$v-postgis},"{18,17,16,15,14}",pg_eviltransform-0.0.4.tar.gz,"{""deb"": true, ""rpm"": true, ""pgrx"": ""0.19.1"", ""star"": 9, ""type"": ""standard"", ""upstream_pgrx"": ""0.19.1""}",Coordinate transforms for BD09/GCJ02 via PostGIS ST_Transform,基于PostGIS ST_Transform 的 BD09/GCJ02 坐标转换扩展,,2026-07-29
1590,pg_geohash,pg_geohash,pg_geohash,GIS,available,https://github.com/jistok/pg_geohash,MIT,{nil-lic},1.0,PIGSTY,C,f,t,f,t,t,f,f,t,,"{18,17,16,15,14}",,,"{h3,qdgc,pgrouting,postgis_topology,q3c,pg_polyline,pg_eviltransform,earthdistance,geoip,tzf}",1.0,PIGSTY,pg_geohash_$v,"{18,17,16,15,14}",,1.0,PIGSTY,postgresql-$v-pg-geohash,,"{18,17,16,15,14}",pg_geohash-1.0.tar.gz,"{""deb"": true, ""rpm"": true, ""star"": 17, ""type"": ""standard""}",Handle geohash based functionality for spatial coordinates,使用GeoHash处理空间坐标的函数包,,2026-07-29
1600,pghydro,pghydro,pghydro,GIS,available,https://github.com/pghydro/pghydro,GPL-2.0,,6.6,PIGSTY,SQL,f,t,f,f,t,f,f,f,{pghydro},"{18,17,16,15,14}","{plpgsql,postgis}","{pgh_consistency,pgh_hgm,pgh_output,pgh_output_en_au,pgh_output_pt_br,pgh_raster}","{postgis_raster,pointcloud,pgrouting,ogr_fdw,h3,q3c,mobilitydb,pg_sphere}",6.6,PIGSTY,pghydro_$v,"{18,17,16,15,14}",{postgis36_$v},6.6,PIGSTY,postgresql-$v-pghydro,{postgresql-$v-postgis-3},"{18,17,16,15,14}",pghydro-6.6.tar.gz,"{""deb"": true, ""rpm"": true, ""star"": 47, ""type"": ""puresql""}",Drainage network analysis core for PostgreSQL and PostGIS,PostgreSQL/PostGIS 排水网络分析核心扩展,"Lead row; package also ships pgh_raster, pgh_hgm, pgh_output, pgh_output_en_au, pgh_output_pt_br, and pgh_consistency.",2026-07-29
1601,pgh_raster,pghydro,pghydro,GIS,available,https://github.com/pghydro/pghydro,GPL-2.0,,6.6,PIGSTY,SQL,f,f,f,f,t,f,f,f,{pgh_raster},"{18,17,16,15,14}","{plpgsql,postgis,postgis_raster,pghydro}",{pgh_hgm},"{postgis_raster,pointcloud,pgrouting,ogr_fdw,h3,q3c,mobilitydb,pg_sphere}",6.6,PIGSTY,pghydro_$v,"{18,17,16,15,14}",{postgis36_$v},6.6,PIGSTY,postgresql-$v-pghydro,{postgresql-$v-postgis-3},"{18,17,16,15,14}",pghydro-6.6.tar.gz,"{""deb"": true, ""rpm"": true, ""star"": 47, ""type"": ""puresql""}",Raster hydrology extension for PgHydro,PgHydro 栅格水文分析扩展,,2026-07-29
1602,pgh_hgm,pghydro,pghydro,GIS,available,https://github.com/pghydro/pghydro,GPL-2.0,,2.2.6,PIGSTY,SQL,f,f,f,f,t,f,f,f,{pgh_hgm},"{18,17,16,15,14}","{plpgsql,postgis,postgis_raster,pghydro,pgh_raster}",,"{pgrouting,postgis_raster,pointcloud,h3,q3c,mobilitydb,pg_sphere}",6.6,PIGSTY,pghydro_$v,"{18,17,16,15,14}",{postgis36_$v},6.6,PIGSTY,postgresql-$v-pghydro,{postgresql-$v-postgis-3},"{18,17,16,15,14}",pghydro-6.6.tar.gz,"{""deb"": true, ""rpm"": true, ""star"": 47, ""type"": ""puresql""}",Hydrogeomorphological analysis extension for PgHydro,PgHydro 水文地貌分析扩展,"Extension version is 2.2.6, shipped inside pghydro package version 6.6.",2026-07-29
1603,pgh_output,pghydro,pghydro,GIS,available,https://github.com/pghydro/pghydro,GPL-2.0,,6.6,PIGSTY,SQL,f,f,f,f,t,f,f,f,{pgh_output},"{18,17,16,15,14}","{plpgsql,postgis,pghydro}",,"{pgrouting,postgis_raster,pg_render,pointcloud,h3,mobilitydb}",6.6,PIGSTY,pghydro_$v,"{18,17,16,15,14}",{postgis36_$v},6.6,PIGSTY,postgresql-$v-pghydro,{postgresql-$v-postgis-3},"{18,17,16,15,14}",pghydro-6.6.tar.gz,"{""deb"": true, ""rpm"": true, ""star"": 47, ""type"": ""puresql""}",Output and reporting objects for PgHydro,PgHydro 输出与报表扩展,,2026-07-29
1604,pgh_output_en_au,pghydro,pghydro,GIS,available,https://github.com/pghydro/pghydro,GPL-2.0,,6.6,PIGSTY,SQL,f,f,f,f,t,f,f,f,{pgh_output_en_au},"{18,17,16,15,14}","{plpgsql,postgis,pghydro}",,"{pgrouting,postgis_raster,pg_render,pointcloud,pg_xenophile,icu_ext,h3}",6.6,PIGSTY,pghydro_$v,"{18,17,16,15,14}",{postgis36_$v},6.6,PIGSTY,postgresql-$v-pghydro,{postgresql-$v-postgis-3},"{18,17,16,15,14}",pghydro-6.6.tar.gz,"{""deb"": true, ""rpm"": true, ""star"": 47, ""type"": ""puresql""}",Australian English output pack for PgHydro,PgHydro 澳式英语输出扩展,,2026-07-29
